name,business_id,industry,toi_code,toi_description,nearest_station,distance_km,address,website,status,registered,lat,lon,found_website
AnniLa ry,2542686-8,other,94999.0,Muualla luokittelematon muu monenlainen järjestötoiminta,Pasila,0.08,"Asemapaallikonkatu, 00520",annilary.com,2,2021-07-01,60.1986848,24.933802,annilary.com
Aatos Klinikka Oy,2543165-9,health,86990.0,Muualla luokittelematon muu terveyspalvelutoiminta,Pasila,0.08,"Kumpulantie, 00520",www.aatosklinikka.fi,2,2013-05-03,60.1986848,24.933802,www.aatosklinikka.fi
Kukkakumpu Oy,2609702-3,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,0.08,"Fredikanterassi, 00520",,2,2014-04-10,60.1986848,24.933802,
HD Life Oy,2614420-5,other,59110.0,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto",Pasila,0.08,"Kumpulantie, 00520",,2,2014-04-09,60.1986848,24.933802,
Playmore Games Oy,2616425-7,manufacturing,32400.0,Pelien ja leikkikalujen valmistus,Pasila,0.08,"Opastinsilta, 00520",www.playmoregames.com,2,2014-04-24,60.1986848,24.933802,www.playmoregames.com
Dnistrea Oy,2617374-3,finance,66120.0,Arvopaperien ja raaka-ainesopimusten välittäminen,Pasila,0.08,"Radanrakentajantie, 00520",,2,2014-05-28,60.1986848,24.933802,
Rivermouth Oy,2617621-5,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Pasila,0.08,"Karjalankatu, 00520",rivermouth.fi,2,2014-05-14,60.1986848,24.933802,rivermouth.fi
Membri Oy,2618304-4,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,0.08,"Asemapaallikonkatu, 00520",,2,2014-05-15,60.1986848,24.933802,https://membri.fi/neuroliitto-ry-ja-membri-oy-uudenlaista-kumppanuutta-jasenten-parhaaksi/
JLH Vuorivirta Oy,2618674-7,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Pasila,0.08,"Teollisuuskatu, 00520",,2,2014-06-03,60.1986848,24.933802,
Cibus Grocery Finland Oy,2619776-1,real_estate,68203.0,Muu kiinteistöjen vuokraus ja hallinta,Pasila,0.08,"Firdonkatu, 00520",,2,2014-05-12,60.1986848,24.933802,
Palkkataito Oy,2609110-7,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,0.08,"Firdonkatu, 00520",www.palkkataito.fi,2,2014-03-18,60.1986848,24.933802,www.palkkataito.fi
Ecolines Finland Oy,2627541-6,logistics,49320.0,Tieliikenteen muu kuin säännöllinen henkilökuljetus,Pasila,0.08,"Veturitie, 00520",,2,2014-11-17,60.1986848,24.933802,https://ecolines.net/
Syriana Finland Oy,2639255-9,hospitality,56210.0,Tapahtumien catering-palvelut,Pasila,0.08,"Aleksis Kiven katu, 00520",www.syrianacatering.fi,2,2014-09-11,60.1986848,24.933802,www.syrianacatering.fi
Ab A. Recon Oy,2647214-5,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,0.08,"Opastinsilta, 00520",,2,2014-10-17,60.1986848,24.933802,
Mene Creative Oy,2654140-3,marketing,73112.0,Muu mainostoimistojen toiminta,Pasila,0.08,"Opastinsilta, 00520",www.menecreative.fi,2,2014-11-19,60.1986848,24.933802,www.menecreative.fi
OJ Forssén Oy,2654276-4,retail,47110.0,"Erikoistumaton elintarvikkeiden, juomien tai tupakan vähittäiskauppa",Pasila,0.08,"Asemapaallikonkatu, 00520",https://www.k-market.fi/kaupat/pasaati/,2,2015-01-01,60.1986848,24.933802,https://www.k-market.fi/kaupat/pasaati/
Tamerlane Oy,2656315-1,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Pasila,0.08,"Fredikanterassi, 00520",,2,2014-12-01,60.1986848,24.933802,
Häivekuva Oy,2659639-1,other,59110.0,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto",Pasila,0.08,"Isonniitynkatu, 00520",www.haivekuva.fi,2,2014-12-12,60.1986848,24.933802,www.haivekuva.fi
C-Lion1 Oy,2659647-1,it,61100.0,Kiinteän puhelinverkon ja langattoman verkon hallinta ja palvelut sekä satelliittiviestintä,Pasila,0.08,"Firdonkatu, 00520",www.cinia.fi,2,2014-12-29,60.1986848,24.933802,www.cinia.fi
New Finland Holdings Oy,2663159-9,marketing,73112.0,Muu mainostoimistojen toiminta,Pasila,0.08,"Aleksis Kiven katu, 00520",lindebarn.com,2,2015-01-27,60.1986848,24.933802,lindebarn.com
Residentia Oy,2638772-5,engineering,71129.0,Muu tekninen palvelu,Pasila,0.08,"Karjalankatu, 00520",residentiaopen.com,2,2014-10-06,60.1986848,24.933802,residentiaopen.com
Nordic Landmarks Oy,2608256-9,real_estate,68120.0,Rakennuttaminen ja rakennushankkeiden kehittäminen,Pasila,0.08,"Karjalankatu, 00520",,2,2014-03-28,60.1986848,24.933802,
ATiimi VMA Oy,2594830-8,other,59110.0,"Elokuvien, videoiden ja televisio-ohjelmien tuotanto",Pasila,0.08,"Isonniitynkatu, 00520",www.atiimi.com,2,2014-01-20,60.1986848,24.933802,www.atiimi.com
AvTEL Oy,2593339-2,it,62900.0,Muu laitteisto- ja tietotekninen palvelutoiminta,Pasila,0.08,"Karjalankatu, 00520",www.avtel.fi,2,2014-01-13,60.1986848,24.933802,www.avtel.fi
Fegime Finland & Baltics Osk,2544275-3,wholesale,46641.0,Sähkölaitteiden tukkukauppa,Pasila,0.08,"Veturitie, 00520",www.fegime.fi,2,2013-08-26,60.1986848,24.933802,www.fegime.fi
PMB Toome Oy,2548705-4,construction,41000.0,Talonrakentaminen,Pasila,0.08,"Veturitie, 00520",,2,2013-05-30,60.1986848,24.933802,
Amanrus Oy,2555715-5,health,86220.0,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",Pasila,0.08,"Fredikanterassi, 00520",,2,2013-06-28,60.1986848,24.933802,
Tietoalan ammattilaiset ERTO ry,2556923-6,other,94200.0,Ammattiyhdistysten toiminta,Pasila,0.08,"Asemamiehenkatu, 00520",www.tietoalanammattilaiset.fi,2,,60.1986848,24.933802,www.tietoalanammattilaiset.fi
Psykologipalvelut Eliisa Niemi Oy,2558578-9,health,86990.0,Muualla luokittelematon muu terveyspalvelutoiminta,Pasila,0.08,"Opastinsilta, 00520",www.sinunpsykologi.fi,2,2013-07-15,60.1986848,24.933802,www.sinunpsykologi.fi
Waltti Solutions Oy,2560184-9,it,62200.0,Laitteistokonsultointi ja käyttö- ja hallintapalvelut,Pasila,0.08,"Opastinsilta, 00520",www.waltti.fi,2,2013-08-06,60.1986848,24.933802,www.waltti.fi
Vakio Agency Oy,2563862-5,marketing,74991.0,Kulttuurialan ohjelmatoimistojen toiminta,Pasila,0.08,"Tenderinlenkki, 00520",www.vakioagency.com,2,2013-09-10,60.1986848,24.933802,www.vakioagency.com
Jing Hong Oy,2568563-2,hospitality,56111.0,Ruokaravintolat,Pasila,0.08,"Teollisuuskatu, 00520",,2,2013-09-25,60.1986848,24.933802,
Doxfixaamo Helsinki Oy,2568609-6,staffing,78200.0,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Pasila,0.08,"Viipurinkatu, 00520",,2,2013-10-07,60.1986848,24.933802,
E. Ahlström Oy,2570110-2,wholesale,46441.0,Posliini- ja lasitavaroiden tukkukauppa,Pasila,0.08,"Kuortaneenkatu, 00520",,2,2013-09-24,60.1986848,24.933802,https://www.eahlstrom.fi/
Eebu Services Oy,2576899-9,it,63100.0,"Tietojenkäsittelyinfrastruktuuri, tietojenkäsittely, palvelintilan vuokraus ja niihin liittyvät palvelut",Pasila,0.08,"Karjalankatu, 00520",http://tilitoimisto.eebu.com,2,2013-10-25,60.1986848,24.933802,http://tilitoimisto.eebu.com
Rakennus Lukko ja Lusikka Oy,2579214-7,construction,41000.0,Talonrakentaminen,Pasila,0.08,"aleksis kiven katu, 00520",,2,2013-11-08,60.1986848,24.933802,
Forenom Corporate Apartments Oy,2582145-4,other,79900.0,Muu varauspalvelutoiminta ja siihen liittyvä toiminta,Pasila,0.08,"Firdonkatu, 00520",,2,2013-12-03,60.1986848,24.933802,https://www.forenom.com/
Misshill & Partners Oy,2582594-9,health,86990.0,Muualla luokittelematon muu terveyspalvelutoiminta,Pasila,0.08,"Heinolankatu, 00520",,2,2013-11-15,60.1986848,24.933802,
Multitude International Services Oy,2583264-7,other,82100.0,Hallinto- ja toimistopalvelut,Pasila,0.08,"Ratamestarinkatu, 00520",,2,2013-11-15,60.1986848,24.933802,https://www.multitude.com/
Tebian Goods Oy,2586988-8,manufacturing,31000.0,Huonekalujen valmistus,Pasila,0.08,"Kuortaneenkatu, 00520",http://tebian.fi,2,2014-01-13,60.1986848,24.933802,http://tebian.fi
Merianto Install Oy,2587500-6,marketing,74130.0,Sisustussuunnittelu,Pasila,0.08,"Veturitie, 00520",,2,2014-01-24,60.1986848,24.933802,https://merianto.com/en/
Oulun Kiinteistö Oy Kaplastie 4,2591141-7,real_estate,68203.0,Muu kiinteistöjen vuokraus ja hallinta,Pasila,0.08,"Firdonkatu, 00520",,2,2014-01-13,60.1986848,24.933802,
Rakennuskaksio Oy,2592001-4,construction,41200.0,Asuin- ja muiden rakennusten rakentaminen,Pasila,0.08,"Firdonkatu, 00520",,2,2014-01-14,60.1986848,24.933802,
CARELIA Online Store for Wellbeing Services Oy Ltd,2829703-7,it,63910.0,Verkkohakuportaalien toiminta,Pasila,0.08,"Heinolankatu, 00520",www.carelia.co,2,2017-05-09,60.1986848,24.933802,www.carelia.co
Kinland Finland Oy,2831002-7,other,81100.0,Kiinteistönhoito,Pasila,0.08,"Firdonkatu, 00520",,2,2017-05-26,60.1986848,24.933802,
Skyforgers Music Consulting Oy,2831045-7,other,90391.0,Taiteen ja kulttuurin live-tapahtumien järjestäminen,Pasila,0.08,"Opastinsilta, 00520",,2,2017-05-09,60.1986848,24.933802,
Lääkärit Ilman Rajoja ry,2832010-2,other,94999.0,Muualla luokittelematon muu monenlainen järjestötoiminta,Pasila,0.08,"Kumpulantie, 00520",www.laakaritilmanrajoja.fi,2,,60.1986848,24.933802,www.laakaritilmanrajoja.fi
Vantaan Valo Ky,2984749-1,real_estate,68110.0,Omien kiinteistöjen kauppa,Pasila,0.08,"Firdonkatu, 00520",,2,2019-03-07,60.1986848,24.933802,
Interform Oy,2985340-2,marketing,74130.0,Sisustussuunnittelu,Pasila,0.08,"Kumpulantie, 00520",www.interform.fi,2,2019-03-22,60.1986848,24.933802,www.interform.fi
Flassi Oy,2985984-7,education,85599.0,Muu muualla luokittelematon monenlainen koulutustoiminta,Pasila,0.08,"Liukulaakerinkuja, 00520",https://flassi.fi,2,2019-04-05,60.1986848,24.933802,https://flassi.fi
Eurotroll Finland Oy,2986257-9,other,59200.0,Ääni- ja musiikkitallenteiden kustantaminen,Pasila,0.08,"Kasoorinkatu, 00520",www.eurotroll.fi,2,2019-04-05,60.1986848,24.933802,www.eurotroll.fi
EVAX RAKENNUS OY,2986480-6,construction,41000.0,Talonrakentaminen,Pasila,0.08,"Teollisuuskatu, 00520",,2,2019-04-25,60.1986848,24.933802,
Tetrastes Oy,2986901-7,staffing,78200.0,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Pasila,0.08,"Aleksis Kiven katu, 00520",,2,2019-03-07,60.1986848,24.933802,
ME-Designs Oy,2990104-8,other,90391.0,Taiteen ja kulttuurin live-tapahtumien järjestäminen,Pasila,0.08,"Karjalankatu, 00520",www.visualmonkeys.com,2,2019-04-18,60.1986848,24.933802,www.visualmonkeys.com
Virnala Works Oy,2991318-8,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,0.08,"Fredikanterassi, 00520",,2,2019-04-08,60.1986848,24.933802,
NLG-Group Oy,2977788-4,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,0.08,"Tenderinlenkki, 00520",,2,2019-03-06,60.1986848,24.933802,
Possessium Oy,2991388-2,finance,64990.0,Muualla luokittelemattomat rahoituspalvelut (pl. vakuutus- ja eläkevakuutustoiminta),Pasila,0.08,"Firdonkatu, 00520",,2,2019-05-27,60.1986848,24.933802,
LPP Finland Oy,2993329-3,retail,47712.0,Vaatteiden vähittäiskauppa ilman erikoistumista tiettyyn tuoteryhmään,Pasila,0.08,"Firdonkatu, 00520",,2,2019-05-10,60.1986848,24.933802,
Aavista Oy,2993946-8,it,62200.0,Laitteistokonsultointi ja käyttö- ja hallintapalvelut,Pasila,0.08,"Firdonkatu, 00520",www.aavista.com,2,2019-04-17,60.1986848,24.933802,www.aavista.com
Opetusalan Ammattijärjestö OAJ ry:n henkilökuntayhdistys HENKY ry,2995652-4,other,94200.0,Ammattiyhdistysten toiminta,Pasila,0.08,"Rautatielaisenkatu, 00520",,2,,60.1986848,24.933802,
Suomen Päiväkodit GP Oy,2997148-4,finance,64200.0,Rahoitusalan holdingyhtiöiden toiminta,Pasila,0.08,"Firdonkatu, 00520",,2,2019-05-21,60.1986848,24.933802,
Refedo Oy,2998269-3,marketing,73200.0,Markkina- ja mielipidetutkimukset,Pasila,0.08,"Kuortaneenkatu, 00520",www.refedo.fi,2,2019-05-16,60.1986848,24.933802,www.refedo.fi
Bumiba Oy,3000942-8,hospitality,56111.0,Ruokaravintolat,Pasila,0.08,"Opastinsilta, 00520",www.bumicafe.com,2,2019-07-04,60.1986848,24.933802,www.bumicafe.com
Putiikki WOW avoin yhtiö,3003371-9,retail,47711.0,Erikoistunut vaatteiden vähittäiskauppa,Pasila,0.08,"Firdonkatu, 00520",www.wowlifestyle.fi,2,2019-06-26,60.1986848,24.933802,www.wowlifestyle.fi
Polaristone Co 1 Oy,3007096-6,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Pasila,0.08,"Firdonkatu, 00520",,2,2019-07-01,60.1986848,24.933802,
NEOSHI Oy,2991643-4,it,62100.0,Ohjelmistojen suunnittelu ja valmistus,Pasila,0.08,"Ratavartijankatu, 00520",www.neoshi.com,2,2019-04-04,60.1986848,24.933802,www.neoshi.com
Minina Oy,3009085-2,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,0.08,"Teollisuuskatu, 00520",,2,2019-07-11,60.1986848,24.933802,
Supergolf Finland Oy,2977729-4,other,93199.0,Muu muualla luokittelematon liikunta- ja urheilutoiminta,Pasila,0.08,"Jamsankatu, 00520",www.supergolf.fi,2,2019-02-08,60.1986848,24.933802,www.supergolf.fi
SF Office Korkeavuorenkatu Oy,2972112-7,real_estate,68203.0,Muu kiinteistöjen vuokraus ja hallinta,Pasila,0.08,"Firdonkatu, 00520",,2,2019-05-31,60.1986848,24.933802,
Ikaali Invest Oy,2947371-7,real_estate,68203.0,Muu kiinteistöjen vuokraus ja hallinta,Pasila,0.08,"Veturitie, 00520",,2,2018-11-07,60.1986848,24.933802,
Caracter Oy,2948797-5,other,95312.0,Muu moottoriajoneuvojen huolto ja korjaus,Pasila,0.08,"Isonniitynkatu, 00520",,2,2018-11-20,60.1986848,24.933802,
Deluxe Food Oy,2952973-3,hospitality,56111.0,Ruokaravintolat,Pasila,0.08,"Fredikanterassi, 00520",www.burgersandwine.fi,2,2018-11-29,60.1986848,24.933802,www.burgersandwine.fi
Keskinäinen Ki Oy Kurikan Taivaltupa,2955364-5,real_estate,68209.0,Muiden kiinteistöjen vuokraus ja hallinta,Pasila,0.08,"Firdonkatu, 00520",,2,2018-12-20,60.1986848,24.933802,
SIS. Deli+Café Oy,2958703-6,hospitality,56111.0,Ruokaravintolat,Pasila,0.08,"Fredikanterassi, 00520",Www.sisdeli.fi,2,2019-01-04,60.1986848,24.933802,Www.sisdeli.fi
Onfix Oy,2960890-9,other,81210.0,Kiinteistöjen siivous,Pasila,0.08,"Opastinsilta, 00520",Onfix.fi,2,2019-02-04,60.1986848,24.933802,Onfix.fi
Arcadis Consulting (UK) Limited sivuliike Suomessa,2961404-9,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,0.08,"Kumpulantie, 00520",,2,2019-01-30,60.1986848,24.933802,
Venice Asset Investment Oy,2961525-2,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,0.08,"Firdonkatu, 00520",,2,2019-05-31,60.1986848,24.933802,
Kinland V B Oy,2976693-1,real_estate,68203.0,Muu kiinteistöjen vuokraus ja hallinta,Pasila,0.08,"Firdonkatu, 00520",,2,2019-03-22,60.1986848,24.933802,
Milan Investment Oy,2961527-9,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,0.08,"Firdonkatu, 00520",,2,2019-05-31,60.1986848,24.933802,
Rome Investment Oy,2961531-6,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,0.08,"Firdonkatu, 00520",,2,2019-05-31,60.1986848,24.933802,
Naples Investment Oy,2961536-7,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,0.08,"Firdonkatu, 00520",,2,2019-05-31,60.1986848,24.933802,
International Federation of Purchasing and Supply Management (IFPSM) ry,2961801-5,other,94200.0,Ammattiyhdistysten toiminta,Pasila,0.08,"Rautatielaisenkatu, 00520",www.ifpsm.org,2,2019-02-28,60.1986848,24.933802,www.ifpsm.org
Bambukeidas Oy,2963099-7,retail,47712.0,Vaatteiden vähittäiskauppa ilman erikoistumista tiettyyn tuoteryhmään,Pasila,0.08,"Firdonkatu, 00520",www.bambukeidas.fi,2,2019-02-15,60.1986848,24.933802,www.bambukeidas.fi
Areim 4-1 Oy,2963494-7,real_estate,68203.0,Muu kiinteistöjen vuokraus ja hallinta,Pasila,0.08,"Firdonkatu, 00520",,2,2019-02-04,60.1986848,24.933802,
Areim Investment 4-1 Oy,2963506-9,finance,64990.0,Muualla luokittelematon muu rahoituspalvelutoiminta pois lukien vakuutus- ja eläkevakuutustoiminta,Pasila,0.08,"Firdonkatu, 00520",,2,2019-02-04,60.1986848,24.933802,
Brokadia Oy,2971610-9,hospitality,56111.0,Ruokaravintolat,Pasila,0.08,"Fredikanterassi, 00520",,2,2019-04-08,60.1986848,24.933802,
SF Office Finland Korkeavuorenkatu Oy,2971990-8,real_estate,68203.0,Muu kiinteistöjen vuokraus ja hallinta,Pasila,0.08,"Firdonkatu, 00520",,2,2019-05-31,60.1986848,24.933802,
Florence Investment Oy,2961529-5,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,0.08,"Firdonkatu, 00520",,2,2019-05-31,60.1986848,24.933802,
A&A Culinary Oy,3010513-7,hospitality,56111.0,Ruokaravintolat,Pasila,0.08,"Opastinsilta, 00520",,2,2019-07-10,60.1986848,24.933802,
Arumi Oy,3010877-6,construction,43220.0,"Lämpö-, vesijohto- ja ilmastointiasennus",Pasila,0.08,"Tenderinlenkki, 00520",,2,2019-08-19,60.1986848,24.933802,
Neurofix Oy,3011141-4,health,86990.0,Muualla luokittelematon muu terveyspalvelutoiminta,Pasila,0.08,"Kumpulantie, 00520",www.neurotiimi.fi,2,2019-07-30,60.1986848,24.933802,www.neurotiimi.fi
Reiwa Suomi Japani Oy,3086208-2,other,90110.0,Kirjallinen luominen ja säveltäminen,Pasila,0.08,"Ratavartijankatu, 00520",,2,2019-09-16,60.1986848,24.933802,
Oulun omakotiyhdistys ry,3042769-7,other,94999.0,Muualla luokittelematon muu monenlainen järjestötoiminta,Pasila,0.08,"Asemapaallikonkatu, 00520",,2,2019-11-14,60.1986848,24.933802,
Torino Investment Oy,3086673-7,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,0.08,"Firdonkatu, 00520",,2,2019-10-08,60.1986848,24.933802,
Logistic Contractor Finland Oy,3087265-1,construction,41000.0,Talonrakentaminen,Pasila,0.08,"Firdonkatu, 00520",,2,2019-10-30,60.1986848,24.933802,
State Of Mind Oy,3090907-1,education,85599.0,Muu muualla luokittelematon monenlainen koulutustoiminta,Pasila,0.08,"Kasoorinkatu, 00520",,2,2019-10-14,60.1986848,24.933802,https://stateofmind.fr/
Ver Sacrum Ltd. Oy,3091878-7,other,82990.0,Muualla luokittelematon muu liike-elämän tukipalvelutoiminta,Pasila,0.08,"Porvoonkatu, 00520",,2,2019-10-10,60.1986848,24.933802,
Henkilöstöliiga Uusimaa Oy,3092021-1,staffing,78200.0,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Pasila,0.08,"Firdonkatu, 00520",,2,2019-10-17,60.1986848,24.933802,
SERDOTIM OY,3092149-2,other,69201.0,"Laskentatoimi, kirjanpito ja veroneuvonta",Pasila,0.08,"Opastinsilta, 00520",,2,2019-10-17,60.1986848,24.933802,
Ms. Elena Oy,3085477-9,other,96210.0,Kampaamo- ja parturipalvelut,Pasila,0.08,"Opastinsilta, 00520",,2,2019-11-07,60.1986848,24.933802,
Juicy Labs Oy,3094092-5,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,0.08,"Liukulaakerinkuja, 00520",,2,2019-10-22,60.1986848,24.933802,
Kaah Service Oy,3094390-7,logistics,49330.0,Kutsuttaessa saatavilla oleva henkilökuljetus,Pasila,0.08,"Opastinsilta, 00520",,2,2019-10-29,60.1986848,24.933802,
Zimple Oy,3095157-9,it,62200.0,Laitteistokonsultointi ja käyttö- ja hallintapalvelut,Pasila,0.08,"Firdonkatu, 00520",www.zimple.fi,2,2019-10-25,60.1986848,24.933802,www.zimple.fi
ArvoVeivi Oy,3097580-2,finance,66120.0,Arvopaperien ja raaka-ainesopimusten välittäminen,Pasila,0.08,"Hoyrypolku, 00520",,2,2019-11-18,60.1986848,24.933802,
KOy UB Lopen Huvikumpu,3100230-8,real_estate,68203.0,Muu kiinteistöjen vuokraus ja hallinta,Pasila,0.08,"Firdonkatu, 00520",,2,2020-01-03,60.1986848,24.933802,
Lazer oy,3101302-3,real_estate,68120.0,Rakennuttaminen ja rakennushankkeiden kehittäminen,Pasila,0.08,"sahkottajankatu, 00520",lazer.fi,2,2019-11-28,60.1986848,24.933802,lazer.fi
Areim Investment 4-7 Oy,3102102-3,real_estate,68203.0,Muu kiinteistöjen vuokraus ja hallinta,Pasila,0.08,"Firdonkatu, 00520",,2,2019-12-03,60.1986848,24.933802,
Debitant Oy,3102330-1,other,82100.0,Hallinto- ja toimistopalvelut,Pasila,0.08,"Opastinsilta, 00520",,2,2019-12-03,60.1986848,24.933802,
OmaKoti Suomi Oy,3102658-8,real_estate,68203.0,Muu kiinteistöjen vuokraus ja hallinta,Pasila,0.08,"Firdonkatu, 00520",,2,2019-12-05,60.1986848,24.933802,
Cinia Alliance Oy,3094200-7,it,61100.0,Langallisen verkon hallinta ja palvelut,Pasila,0.08,"Firdonkatu, 00520",,2,2019-11-04,60.1986848,24.933802,
Solo Health Oy,3085392-8,health,86220.0,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",Pasila,0.08,"Ratamestarinkatu, 00520",www.solohealth.fi,2,2019-10-03,60.1986848,24.933802,www.solohealth.fi
Solo Health Specialists Oy,3085390-1,staffing,78200.0,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Pasila,0.08,"Ratamestarinkatu, 00520",www.solohealth.fi,2,2019-10-03,60.1986848,24.933802,www.solohealth.fi
Balans SP Oy,3022327-2,health,86990.0,Muualla luokittelematon muu terveyspalvelutoiminta,Pasila,0.08,"Kumpulantie, 00520",www.neurotiimi.fi,2,2019-09-09,60.1986848,24.933802,www.neurotiimi.fi
Markkinointitoimisto Pinakle Oy,3011329-2,marketing,73112.0,Muu mainostoimistojen toiminta,Pasila,0.08,"Teollisuuskatu, 00520",,2,2019-07-18,60.1986848,24.933802,
O'Learys Tripla Oy,3012477-6,hospitality,56111.0,Ruokaravintolat,Pasila,0.08,"Firdonkatu, 00520",,2,2019-08-07,60.1986848,24.933802,https://olearys.com/fi-fi/
Cibus Retail Finland 1 Oy,3012538-1,real_estate,68203.0,Muu kiinteistöjen vuokraus ja hallinta,Pasila,0.08,"Firdonkatu, 00520",,2,2019-07-22,60.1986848,24.933802,
Keisteri Oy,3013169-3,logistics,49330.0,Kutsuttaessa saatavilla oleva henkilökuljetus,Pasila,0.08,"Karjalankatu, 00520",,2,2019-07-19,60.1986848,24.933802,
Falcon Finland Oy,3014751-3,hospitality,56111.0,Ruokaravintolat,Pasila,0.08,"Firdonkatu, 00520",,2,2019-07-31,60.1986848,24.933802,
Lovvo Oy,3015691-1,it,62900.0,Muu laitteisto- ja tietotekninen palvelutoiminta,Pasila,0.08,"Jamsankatu, 00520",www.lovvo.fi,2,2019-08-02,60.1986848,24.933802,www.lovvo.fi
GBS Ecomet Oy,3016050-7,marketing,70200.0,Liikkeenjohdon konsultointi,Pasila,0.08,"Jamsankatu, 00520",,2,2019-08-05,60.1986848,24.933802,
Västrik Medica Oy,3016180-9,health,86220.0,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",Pasila,0.08,"Teollisuuskatu, 00520",,2,2019-08-14,60.1986848,24.933802,
